GEOID,tract_name,council_district_id,council_district_name,assignment_method,notes
22033004201,"Census Tract 42.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002300,"Census Tract 23, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033001104,"Census Tract 11.04, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000300,"Census Tract 3, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003809,"Census Tract 38.09, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004018,"Census Tract 40.18, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003912,"Census Tract 39.12, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003604,"Census Tract 36.04, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004900,"Census Tract 49, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033001900,"Census Tract 19, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003505,"Census Tract 35.05, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000701,"Census Tract 7.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002601,"Census Tract 26.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003910,"Census Tract 39.10, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004019,"Census Tract 40.19, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003807,"Census Tract 38.07, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003806,"Census Tract 38.06, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004507,"Census Tract 45.07, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000100,"Census Tract 1, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002500,"Census Tract 25, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004029,"Census Tract 40.29, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004028,"Census Tract 40.28, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033005000,"Census Tract 50, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003808,"Census Tract 38.08, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033980000,"Census Tract 9800, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002400,"Census Tract 24, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003601,"Census Tract 36.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003506,"Census Tract 35.06, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003603,"Census Tract 36.03, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003504,"Census Tract 35.04, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004024,"Census Tract 40.24, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003400,"Census Tract 34, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003702,"Census Tract 37.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002200,"Census Tract 22, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000200,"Census Tract 2, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033001103,"Census Tract 11.03, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002000,"Census Tract 20, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004402,"Census Tract 44.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033005200,"Census Tract 52, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004800,"Census Tract 48, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003909,"Census Tract 39.09, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002801,"Census Tract 28.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004511,"Census Tract 45.11, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004606,"Census Tract 46.06, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004020,"Census Tract 40.20, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004023,"Census Tract 40.23, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004025,"Census Tract 40.25, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003201,"Census Tract 32.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004010,"Census Tract 40.10, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002602,"Census Tract 26.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004205,"Census Tract 42.05, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003703,"Census Tract 37.03, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033001102,"Census Tract 11.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004204,"Census Tract 42.04, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003507,"Census Tract 35.07, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004504,"Census Tract 45.04, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003908,"Census Tract 39.08, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004700,"Census Tract 47, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002700,"Census Tract 27, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004302,"Census Tract 43.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004602,"Census Tract 46.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003000,"Census Tract 30, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004301,"Census Tract 43.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000601,"Census Tract 6.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000900,"Census Tract 9, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033002802,"Census Tract 28.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003914,"Census Tract 39.14, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003104,"Census Tract 31.04, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004022,"Census Tract 40.22, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004026,"Census Tract 40.26, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004605,"Census Tract 46.05, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003811,"Census Tract 38.11, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003913,"Census Tract 39.13, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004514,"Census Tract 45.14, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004031,"Census Tract 40.31, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004516,"Census Tract 45.16, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000602,"Census Tract 6.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033005100,"Census Tract 51, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033001600,"Census Tract 16, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003202,"Census Tract 32.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004030,"Census Tract 40.30, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004515,"Census Tract 45.15, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004027,"Census Tract 40.27, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033001800,"Census Tract 18, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004401,"Census Tract 44.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004603,"Census Tract 46.03, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000702,"Census Tract 7.02, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003804,"Census Tract 38.04, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003701,"Census Tract 37.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004203,"Census Tract 42.03, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033001700,"Census Tract 17, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004021,"Census Tract 40.21, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004017,"Census Tract 40.17, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004513,"Census Tract 45.13, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003911,"Census Tract 39.11, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004503,"Census Tract 45.03, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003907,"Census Tract 39.07, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003300,"Census Tract 33, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004403,"Census Tract 44.03, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000400,"Census Tract 4, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033005300,"Census Tract 53, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004509,"Census Tract 45.09, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004013,"Census Tract 40.13, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003501,"Census Tract 35.01, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033001000,"Census Tract 10, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033000500,"Census Tract 5, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033003810,"Census Tract 38.10, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
22033004512,"Census Tract 45.12, East Baton Rouge Parish, Louisiana",TBD,To Be Determined - Use Real Boundary Data,enhanced_template,"Real tract GEOID, placeholder council assignment - requires boundary overlay"
INSTRUCTIONS,REPLACE WITH REAL COUNCIL DISTRICT BOUNDARIES,1-12,Baton Rouge has 12 council districts,spatial_join,Download council boundaries from data.brla.gov or contact city clerk
